"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"TJX","TJX COMPANIES INC","872540109","2989301",0.0031840182620665315,"-",12854783,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.003152559593107152,"-",10505776,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.0031504849567268256,"-",20130164,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.0030881959942501854,"-",10847170,"USD"
"GILD","GILEAD SCIENCES INC","375558103","2369174",0.0030803263399036573,"-",14362276,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.0030270640405241117,"-",20507362,"USD"
"-","US DOLLAR","999USDZ92","-",0.0030162619674476985,"-",1973120770.91,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.0029193225877342526,"-",4111765,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.0028851708811657955,"-",9103654,"USD"
"PFE","PFIZER INC","717081103","2684703",0.0028789369978114484,"-",65964590,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.002847747632612977,"-",6199285,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.0027831346784218352,"-",14181466,"USD"
"APH","AMPHENOL CORP CL A","032095101","2145084",0.0027795539358230984,"-",14238670,"USD"
"ADI","ANALOG DEVICES INC","032654105","2032067",0.002771724178330038,"-",5655866,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.002735388119034217,"-",19374031,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.0026115183632299905,"-",23823069,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516106","2020459",0.0025634825516547303,"-",7348520,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.002557498023634557,"-",6881445,"USD"
"DE","DEERE + CO","244199105","2261203",0.0025496582919281295,"-",2922535,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.0025173518148325588,"-",4504745,"USD"
"WELL","WELLTOWER INC","95040Q104","BYVYHH4",0.002457027772389209,"-",8082528,"USD"
"BLK","BLACKROCK INC","09290D101","BMZBBT7",0.0024442308566394043,"-",1670064,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.002402867793806638,"-",12349672,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.002390659356645484,"-",373726,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0023464436687897676,"-",6504581,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.0023017990897592727,"-",3541523,"USD"
"PANW","PALO ALTO NETWORKS INC","697435105","B87ZMX0",0.002299026258443259,"-",9360395,"USD"
"ANET","ARISTA NETWORKS INC","040413205","BL9XPM3",0.002281052725956004,"-",11951762,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.0022124899832715486,"-",2343319,"USD"
"BMY","BRISTOL MYERS SQUIBB CO","110122108","2126335",0.002204919555326029,"-",23606759,"USD"
"NEM","NEWMONT CORP","651639106","2636607",0.0022013288385139248,"-",12655082,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.002192621350244572,"-",10757748,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.0021451540688312287,"-",7121049,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.002126402547701351,"-",7290803,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.002105147499016368,"-",4209266,"USD"
"INTU","INTUIT INC","461202103","2459020",0.0020966295208009874,"-",3220547,"USD"
"PH","PARKER HANNIFIN CORP","701094104","2671501",0.0020558050654900365,"-",1460550,"USD"
"COF","CAPITAL ONE FINANCIAL CORP","14040H105","2654461",0.0020401555247172827,"-",7233571,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.0020157585988217082,"-",2948250,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.0020095646123208283,"-",3990833,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.002008746726824738,"-",6799370,"USD"
"GLW","CORNING INC","219350105","2224701",0.0019718221889402673,"-",9059473,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.0019516942263657496,"-",14835282,"USD"
"MO","ALTRIA GROUP INC","02209S103","2692632",0.00194962956419879,"-",19477301,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.0019270279967092678,"-",12116364,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.0018941430152384137,"-",4172820,"USD"
"MCK","MCKESSON CORP","58155Q103","2378534",0.0018900236651178608,"-",1417348,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.0018881086161514052,"-",12741147,"USD"
"APP","APPLOVIN CORP CLASS A","03831W108","BMV3LG4",0.001862794062626071,"-",3141938,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.0018222987563562296,"-",13182352,"USD"
"SNDK","SANDISK CORP","80004C200","BSNPZV3",0.0018144390762230682,"-",1713413,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.0018039761264011314,"-",9015237,"USD"
"WDC","WESTERN DIGITAL CORP","958102105","2954699",0.0017855338058856299,"-",3923119,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.0017804170344283812,"-",41521498,"USD"
"CRWD","CROWDSTRIKE HOLDINGS INC   A","22788C105","BJJP138",0.001757596034244786,"-",2923276,"USD"
"VRT","VERTIV HOLDINGS CO A","92537N108","BL3LWS8",0.0017569975814427687,"-",4431355,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.0017525590564944733,"-",4749786,"USD"
"EQIX","EQUINIX INC","29444U700","BVLZX12",0.0017320420995986447,"-",1137609,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.0017116747559033207,"-",5482072,"USD"
"HWM","HOWMET AEROSPACE INC","443201108","BKLJ8V2",0.0016950577164339719,"-",4638723,"USD"
"TT","TRANE TECHNOLOGIES PLC","G8994E103","BK9ZQ96",0.0016759969946897187,"-",2560778,"USD"
"NOC","NORTHROP GRUMMAN CORP","666807102","2648806",0.0016446280936506423,"-",1543545,"USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS","G7997R103","BKVD2N4",0.0016375763248002043,"-",2531759,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.0016322999659290846,"-",14730091,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.0016290583465848238,"-",17188127,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.0015876653611119566,"-",6570025,"USD"
"GD","GENERAL DYNAMICS CORP","369550108","2365161",0.0015786187495881272,"-",2946036,"USD"
"FCX","FREEPORT MCMORAN INC","35671D857","2352118",0.001561213747262789,"-",16687635,"USD"
"WMB","WILLIAMS COS INC","969457100","2967181",0.0015513691986696037,"-",14128481,"USD"
"CEG","CONSTELLATION ENERGY","21037T109","BMH4FS1",0.0015403177702590163,"-",3605578,"USD"
"WM","WASTE MANAGEMENT INC","94106L109","2937667",0.0015212769969414972,"-",4308058,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.0015157113858827356,"-",8672429,"USD"
"PNC","PNC FINANCIAL SERVICES GROUP","693475105","2692665",0.0014965110251513455,"-",4678635,"USD"
"PWR","QUANTA SERVICES INC","74762E102","2150204",0.0014813601950469395,"-",1730409,"USD"
"BK","BANK OF NEW YORK MELLON CORP","064058100","B1Z77F6",0.001472144021895872,"-",7960804,"USD"
"MRSH","MARSH + MCLENNAN COS","571748102","2567741",0.0014713959558933503,"-",5600348,"USD"
"JCI","JOHNSON CONTROLS INTERNATION","G51502105","BY7QL61",0.0014625488286368604,"-",7101724,"USD"
"USB","US BANCORP","902973304","2736035",0.0014540906957016815,"-",18032403,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.001433174770271175,"-",4657835,"USD"
"AMT","AMERICAN TOWER CORP","03027X100","B7FBFL2",0.0014185027024083826,"-",5425849,"USD"
"REGN","REGENERON PHARMACEUTICALS","75886F107","2730190",0.0013913429194101613,"-",1171008,"USD"
"FDX","FEDEX CORP","31428X106","2142784",0.0013742670661259326,"-",2501997,"USD"
"ORLY","O REILLY AUTOMOTIVE INC","67103H107","B65LWX6",0.001370955627288103,"-",9737527,"USD"
"CSX","CSX CORP","126408103","2160753",0.0013674646526096687,"-",21586381,"USD"
"EOG","EOG RESOURCES INC","26875P101","2318024",0.001353520702322664,"-",6305505,"USD"
"MMM","3M CO","88579Y101","2595708",0.001352642971546372,"-",6091881,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.0013522739256517948,"-",3157170,"USD"
"CMI","CUMMINS INC","231021106","2240202",0.0013450625693874855,"-",1599530,"USD"
"SNPS","SYNOPSYS INC","871607107","2867719",0.0013440352254106892,"-",2216105,"USD"
"SHW","SHERWIN WILLIAMS CO/THE","824348106","2804211",0.0013338615277763938,"-",2679026,"USD"
"SLB","SLB LTD","806857108","2779201",0.001325872182869462,"-",17336287,"USD"
"EMR","EMERSON ELECTRIC CO","291011104","2313405",0.0013187505945254556,"-",6517137,"USD"
"HCA","HCA HEALTHCARE INC","40412C101","B4MGBG6",0.0013140427658162523,"-",1810625,"USD"
"VLO","VALERO ENERGY CORP","91913Y100","2041364",0.0013081779283564822,"-",3544101,"USD"
"MAR","MARRIOTT INTERNATIONAL  CL A","571903202","2210614",0.001296647737704281,"-",2543678,"USD"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.0012933761957199196,"-",14825219,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.0012832324207257251,"-",8573574,"USD"
"MSI","MOTOROLA SOLUTIONS INC","620076307","B5BKPQ4",0.0012715625910863866,"-",1916029,"USD"
"CRH","CRH PLC","G25508105","B01ZKD6",0.001264431028529013,"-",7788554,"USD"
"AEP","AMERICAN ELECTRIC POWER","025537101","2026242",0.0012610597444109818,"-",6265171,"USD"
"ROST","ROSS STORES INC","778296103","2746711",0.00125765853765285,"-",3740456,"USD"
"RCL","ROYAL CARIBBEAN CRUISES LTD","V7780T103","2754907",0.001254506686228892,"-",2909487,"USD"
"PSX","PHILLIPS 66","718546104","B78C4Y8",0.001254057846627379,"-",4670652,"USD"
"HLT","HILTON WORLDWIDE HOLDINGS IN","43300A203","BYVMW06",0.0012495195795454138,"-",2651615,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.0012451010030238524,"-",3046894,"USD"
"MPC","MARATHON PETROLEUM CORP","56585A102","B3K3L40",0.0012420987648003986,"-",3411701,"USD"
"CL","COLGATE PALMOLIVE CO","194162103","2209106",0.001222948275135843,"-",9366634,"USD"
"AON","AON PLC CLASS A","G0403H108","BLP1HW5",0.0012185296986142815,"-",2480604,"USD"
"ECL","ECOLAB INC","278865100","2304227",0.0012174225609305493,"-",2954630,"USD"
"WBD","WARNER BROS DISCOVERY INC","934423104","BM8JYX3",0.0012088148147948665,"-",28765348,"USD"
"ITW","ILLINOIS TOOL WORKS","452308109","2457552",0.001207986955085409,"-",3032997,"USD"
"GM","GENERAL MOTORS CO","37045V100","B665KZ5",0.001199139827828919,"-",10453538,"USD"
"MCO","MOODY S CORP","615369105","2252058",0.001195968027978227,"-",1783025,"USD"
"LHX","L3HARRIS TECHNOLOGIES INC","502431109","BK9DTN5",0.0011738950937971535,"-",2169809,"USD"
"TDG","TRANSDIGM GROUP INC","893641100","B11FJK3",0.0011726183944861831,"-",653797,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.0011645193332322148,"-",2552028,"USD"
"APD","AIR PRODUCTS + CHEMICALS INC","009158106","2011602",0.0011444013448710646,"-",2586552,"USD"
"NSC","NORFOLK SOUTHERN CORP","655844108","2641894",0.0011440023763363864,"-",2607544,"USD"
"KMI","KINDER MORGAN INC","49456B101","B3NQ4P8",0.0011421371984367654,"-",22723247,"USD"
"SRE","SEMPRA","816851109","2138158",0.0011275648727076427,"-",7572197,"USD"
"KKR","KKR + CO INC","48251W104","BG1FRR1",0.0011139799941018485,"-",7976358,"USD"
"TRV","TRAVELERS COS INC/THE","89417E109","2769503",0.001110508967850148,"-",2500432,"USD"
"TEL","TE CONNECTIVITY PLC","G87052109","BRC3N84",0.0010977220263137103,"-",3392478,"USD"
"PCAR","PACCAR INC","693718108","2665861",0.001095777054707154,"-",6092795,"USD"
"COR","CENCORA INC","03073E105","2795393",0.0010940515157946706,"-",2252994,"USD"
"SPG","SIMON PROPERTY GROUP INC","828806109","2812452",0.0010812047289780313,"-",3760353,"USD"
"BKR","BAKER HUGHES CO","05722G100","BDHLTQ5",0.0010566083188151176,"-",11454968,"USD"
"TFC","TRUIST FINANCIAL CORP","89832Q109","BKP7287",0.0010420858641528297,"-",14594139,"USD"
"DLR","DIGITAL REALTY TRUST INC","253868103","B03GQS4",0.0010350440695157588,"-",3752220,"USD"
"CIEN","CIENA CORP","171779309","B1FLZ21",0.0010340665966057973,"-",1628468,"USD"
"CTAS","CINTAS CORP","172908105","2197137",0.0010336077827909171,"-",3930156,"USD"
"O","REALTY INCOME CORP","756109104","2724193",0.001011175776928633,"-",10689614,"USD"
"AZO","AUTOZONE INC","053332102","2065955",0.001003445761569242,"-",191571,"USD"
"DASH","DOORDASH INC   A","25809K105","BN13P03",0.0009993762825155242,"-",4343879,"USD"
"CTVA","CORTEVA INC","22052L104","BK73B42",0.0009959252046905574,"-",7773483,"USD"
"AJG","ARTHUR J GALLAGHER + CO","363576109","2359506",0.0009854921775087214,"-",2979882,"USD"
"HOOD","ROBINHOOD MARKETS INC   A","770700102","BP0TQN6",0.0009793879589281443,"-",9138182,"USD"
"OKE","ONEOK INC","682680103","2130109",0.000973094230293595,"-",7286600,"USD"
"LITE","LUMENTUM HOLDINGS INC","55024U109","BYM9ZP2",0.0009668802953659814,"-",827166,"USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","609839105","B01Z7J1",0.0009655537249881763,"-",564198,"USD"
"TGT","TARGET CORP","87612E106","2259101",0.0009636685986618216,"-",5233644,"USD"
"FAST","FASTENAL CO","311900104","2332262",0.0009506522502179441,"-",13336528,"USD"
"NKE","NIKE INC  CL B","654106103","2640147",0.0009406181915707863,"-",13787021,"USD"
"D","DOMINION ENERGY INC","25746U109","2542049",0.0009387031426043307,"-",9896258,"USD"
"ALL","ALLSTATE CORP","020002101","2019952",0.0009376558502008003,"-",3005273,"USD"
"ABNB","AIRBNB INC CLASS A","009066101","BMGYYH4",0.0009370573973987831,"-",4896468,"USD"
"TRGP","TARGA RESOURCES CORP","87612G101","B55PZY3",0.0009299856801216112,"-",2485231,"USD"
"MNST","MONSTER BEVERAGE CORP","61174X109","BZ07BW4",0.0009212283207854238,"-",8281339,"USD"
"FTNT","FORTINET INC","34959E109","B5B2106",0.0009112241847783668,"-",7345463,"USD"
"ETR","ENTERGY CORP","29364G103","2317087",0.0009097579754134244,"-",5239710,"USD"
"APO","APOLLO GLOBAL MANAGEMENT INC","03769M106","BN44JF6",0.0009093390584520122,"-",5395516,"USD"
"AFL","AFLAC INC","001055102","2026361",0.0009042821322749657,"-",5395326,"USD"
"AME","AMETEK INC","031100100","2089212",0.0008940984604273035,"-",2675216,"USD"
"FIX","COMFORT SYSTEMS USA INC","199908104","2036047",0.0008922432567410498,"-",408584,"USD"
"ADSK","AUTODESK INC","052769106","2065159",0.0008910463511370149,"-",2450436,"USD"
"DELL","DELL TECHNOLOGIES  C","24703L202","BHKD3S6",0.000889201121664128,"-",3434188,"USD"
"EXC","EXELON CORP","30161N101","2670519",0.00088536104951785,"-",11848776,"USD"
"CAH","CARDINAL HEALTH INC","14149Y108","2175672",0.0008814511578780032,"-",2719615,"USD"
"KEYS","KEYSIGHT TECHNOLOGIES IN","49338L103","BQZJ0Q9",0.000878319254880779,"-",1982333,"USD"
"ZTS","ZOETIS INC","98978V103","B95WG16",0.0008747085896419409,"-",4878523,"USD"
"NXPI","NXP SEMICONDUCTORS NV","N6596X109","B505PN7",0.0008717262998452212,"-",2915688,"USD"
"VST","VISTRA CORP","92840M102","BZ8VJQ8",0.0008711876923234056,"-",3701587,"USD"
"TER","TERADYNE INC","880770102","2884183",0.0008686143452747309,"-",1820030,"USD"
"GWW","WW GRAINGER INC","384802104","2380863",0.0008610139946891104,"-",508536,"USD"
"EW","EDWARDS LIFESCIENCES CORP","28176E108","2567116",0.0008376643611970664,"-",6743362,"USD"
"XEL","XCEL ENERGY INC","98389B100","2614807",0.0008371855989554525,"-",6870558,"USD"
"COHR","COHERENT CORP","19247G107","BNG8Z81",0.0008226531700797976,"-",2171707,"USD"
"URI","UNITED RENTALS INC","911363109","2134781",0.0008140853207975824,"-",727977,"USD"
"EA","ELECTRONIC ARTS INC","285512109","2310194",0.000813945681810445,"-",2615456,"USD"
"F","FORD MOTOR CO","345370860","2615468",0.0008109234951602574,"-",45417107,"USD"
"IDXX","IDEXX LABORATORIES INC","45168D104","2459202",0.0007981166051970859,"-",924621,"USD"
"OXY","OCCIDENTAL PETROLEUM CORP","674599105","2655408",0.0007918328507759035,"-",8323757,"USD"
"CARR","CARRIER GLOBAL CORP","14448C104","BK4N0D7",0.0007897083433287418,"-",9079066,"USD"
"RSG","REPUBLIC SERVICES INC","760759100","2262530",0.0007865066208379489,"-",2338386,"USD"
"BDX","BECTON DICKINSON AND CO","075887109","2087807",0.0007862971623572429,"-",3290026,"USD"
"CVNA","CARVANA CO","146869102","BYQHPG3",0.0007841327580566136,"-",1643589,"USD"
"DAL","DELTA AIR LINES INC","247361702","B1W9D46",0.0007786668891315216,"-",7535153,"USD"
"WAB","WABTEC CORP","929740108","2955733",0.0007752656823733897,"-",1980814,"USD"
"PSA","PUBLIC STORAGE","74460D109","2852533",0.0007747071264248401,"-",1834579,"USD"
"YUM","YUM  BRANDS INC","988498101","2098876",0.00075747168572674,"-",3223852,"USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","169656105","B0X7DZ3",0.0007505595558634395,"-",15047102,"USD"
"EBAY","EBAY INC","278642103","2293819",0.0007478066729741597,"-",5252694,"USD"
"FITB","FIFTH THIRD BANCORP","316773100","2336747",0.0007470286843315372,"-",10437293,"USD"
"ROK","ROCKWELL AUTOMATION INC","773903109","2754060",0.0007367552445635725,"-",1306395,"USD"
"ED","CONSOLIDATED EDISON INC","209115104","2216850",0.0007295239398725293,"-",4189484,"USD"
"PYPL","PAYPAL HOLDINGS INC","70450Y103","BYW36M8",0.0007255741513792148,"-",10635005,"USD"
"KR","KROGER CO","501044101","2497406",0.0007253447444717748,"-",6726546,"USD"
"PEG","PUBLIC SERVICE ENTERPRISE GP","744573106","2707677",0.00071851240831541,"-",5786308,"USD"
"AIG","AMERICAN INTERNATIONAL GROUP","026874784","2027342",0.0007158692417731666,"-",6197603,"USD"
"AMP","AMERIPRISE FINANCIAL INC","03076C106","B0J7D57",0.0007039600310130211,"-",1054577,"USD"
"NUE","NUCOR CORP","670346105","2651086",0.0007035510882649759,"-",2649297,"USD"
"MSCI","MSCI INC","55354G100","B2972D2",0.0006966489326150424,"-",848799,"USD"
"PCG","P G + E CORP","69331C108","2689560",0.0006925595051345903,"-",25523846,"USD"
"DDOG","DATADOG INC   CLASS A","23804L103","BKT9Y49",0.0006916319032914635,"-",3812587,"USD"
"MET","METLIFE INC","59156R108","2573209",0.0006916319032914635,"-",6357157,"USD"
"GRMN","GARMIN LTD","H2906T109","B3Z5T14",0.0006905945851013,"-",1901582,"USD"
"CBRE","CBRE GROUP INC   A","12504L109","B6WVMH3",0.0006899562354458149,"-",3355975,"USD"
"VTR","VENTAS INC","92276F100","2927925",0.0006897368027517419,"-",5501793,"USD"
"COIN","COINBASE GLOBAL INC  CLASS A","19260Q107","BMC9P69",0.000681537999364104,"-",2577222,"USD"
"EQT","EQT CORP","26884L109","2319414",0.0006766805574543965,"-",7245983,"USD"
"NDAQ","NASDAQ INC","631103108","2965107",0.0006751345543825183,"-",5186713,"USD"
"WEC","WEC ENERGY GROUP INC","92939U106","BYY8XK8",0.0006712246627426714,"-",3779711,"USD"
"ROP","ROPER TECHNOLOGIES INC","776696106","2749602",0.000669748479164362,"-",1231131,"USD"
"HIG","HARTFORD INSURANCE GROUP INC","416515104","2476193",0.000666556730886936,"-",3238282,"USD"
"DHI","DR HORTON INC","23331A109","2250687",0.0006575799388566757,"-",3111492,"USD"
"VMC","VULCAN MATERIALS CO","929160109","2931205",0.0006558843225842931,"-",1531619,"USD"
"FANG","DIAMONDBACK ENERGY INC","25278X109","B7Y8YR3",0.000655255947142175,"-",2248679,"USD"
"ODFL","OLD DOMINION FREIGHT LINE","679580100","2656423",0.0006499396914175873,"-",2129779,"USD"
"MLM","MARTIN MARIETTA MATERIALS","573284106","2572079",0.0006412621257883357,"-",700409,"USD"
"STT","STATE STREET CORP","857477103","2842040",0.0006362949675315916,"-",3245526,"USD"
"MCHP","MICROCHIP TECHNOLOGY INC","595017104","2592174",0.0006286247974524023,"-",6289735,"USD"
"CCI","CROWN CASTLE INC","22822V101","BTGQCX1",0.0006237374329025938,"-",5047968,"USD"
"KDP","KEURIG DR PEPPER INC","49271V100","BD3W133",0.0006183114608309698,"-",15744397,"USD"
"ADM","ARCHER DANIELS MIDLAND CO","039483102","2047317",0.0006155087068748553,"-",5563670,"USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWRE","874054109","2122117",0.0006103320901374051,"-",2014423,"USD"
"SYY","SYSCO CORP","871829107","2868165",0.0006073298519139513,"-",5546488,"USD"
"EME","EMCOR GROUP INC","29084Q100","2474164",0.0006034099860607376,"-",519686,"USD"
"ACGL","ARCH CAPITAL GROUP LTD","G0450A105","2740542",0.0006023726678705742,"-",4126622,"USD"
"PRU","PRUDENTIAL FINANCIAL INC","744320102","2819118",0.0006016545245081534,"-",4016905,"USD"
"AXON","AXON ENTERPRISE INC","05464C101","BDT5S35",0.0005907626835114373,"-",912372,"USD"
"KVUE","KENVUE INC","49177J102","BQ84ZQ6",0.0005907527092980704,"-",22235100,"USD"
"GEHC","GE HEALTHCARE TECHNOLOGY","36266G107","BL6JPG8",0.0005832421266327526,"-",5303158,"USD"
"XYZ","BLOCK INC","852234103","BYNZGK1",0.0005811774644657926,"-",6385362,"USD"
"A","AGILENT TECHNOLOGIES INC","00846U101","2520153",0.0005777662834942936,"-",3299739,"USD"
"RMD","RESMED INC","761152107","2732903",0.0005753724722862242,"-",1688970,"USD"
"KMB","KIMBERLY CLARK CORP","494368103","2491839",0.0005749435811114452,"-",3854733,"USD"
